mcq_id,question,difficulty,correct_option,option_b,option_c,option_d,topic,topic_name,option_a,id
1854,"Consider $b\neq 0$. Make $c$ the subject of the expression

$ a=bc+q$",1,$c=\dfrac{a-q}{b}$,$c=\dfrac{q-a}{b}$,$c=\dfrac{a+q}{b}$,$c=\dfrac{b+q}{a}$,7,Fundamental Mathematics,$c=\dfrac{a-q}{b}$,1589
1856,"Simplify:

$(x-y)(x^3-xy-y^2)$",1,$x^4-x^2y-x^3y+y^3$,$x^4-x^5y+y^3$,$x^4-x^2y-x^3y-y^3$,$x^4+y^3$,7,Fundamental Mathematics,$x^4-x^2y-x^3y+y^3$,1590
1858,"Simplify:

$(x-2y)+(4x+y)$",1,$5x-y$,$5x+y$,$4x^2-2y^2$,$-7xy$,7,Fundamental Mathematics,$5x-y$,1591
1860,"Simplify:

$\dfrac{(7x+2x)(3x-x)}{(4x+5x)}$",1,2$x$,2,-2$x$,-2,7,Fundamental Mathematics,2$x$,1592
1861,An example of a Hamiltonian is,1,$K_n$ with $n \geq 3$.,"$K_{m,n}$ with $m,\;n\geq 1$.",any 3-regular graph.,any bipartite graph,22,Graph Theory,$K_n$ with $n \geq 3$.,1593
1862,Solve for $\dfrac{2}{5} x^2 +1 =8$,3,$x \approx \pm 4.18$,$x \approx 4.18$,$x \approx \pm 4.36$,$x \approx -4.36$,7,Fundamental Mathematics,$x \approx \pm 4.18$,1594
1863,"$T$ is a tree. One of the following sentences is false, which one?",1,$T$ has $m$ edges and $m-1$ vertices.,$T$ is connected and contains no cycles.,There is precisely one path between any of two vertices of $T$.,$T$ is a bipartite graph if it has at least two vertices.	,22,Graph Theory,$T$ has $m$ edges and $m-1$ vertices.,1595
1864,"Consider $t \neq 0$. Make $a$ the subject of the expression $s=ut +\frac{1}{2}at^2$
",3,$a=\dfrac{2(s-ut)}{t^2}$,$a=\dfrac{s-ut}{2t^2}$,$a=\dfrac{(ut-s)t^2}{2}$,$a=ut+ \dfrac{t^2}{2}-s$,7,Fundamental Mathematics,$a=\dfrac{2(s-ut)}{t^2}$,1596
1865,"Consider a connected planar graph with 8 vertices, each of degree three. Into how many regions (faces) is plane divided by a planar representation of this graph?",1,6,3,8,1,22,Graph Theory,6,1597
1866,Solve $4^x =9$,2,$x=\dfrac{\ln(9)}{\ln(4)}$,$x=\ln(9)$,$x=\dfrac{\ln(4)}{\ln(9)}$,$x=\ln(4)$,7,Fundamental Mathematics,$x=\dfrac{\ln(9)}{\ln(4)}$,1598
1867,"Solve for $t$ : 

$\sqrt{\dfrac{t}{6}} -2=8$",2,$t=600$,$t=6$,$t=360$,$t=96$,7,Fundamental Mathematics,$t=600$,1599
1868,In a graph of order $n$ the maximum possible number possible for edges is:,1,$\frac{n(n-1)}{2}$,$n-1$,$n$,$2n$,22,Graph Theory,$\frac{n(n-1)}{2}$,1600
1869,"Solve for $x$ :

$\dfrac{3x}{2} =4x^2$",3,"$x = 0, x=\frac{3}{8}$","$x= 0, x=\frac{4}{6} $","$x = 0, x=\frac{5}{8}$","$x = 0, x=\frac{3}{6}$",7,Fundamental Mathematics,"$x = 0, x=\frac{3}{8}$",1601
1870,"Make $p$ the subject of the expression: 

$\dfrac{t}{h}=\displaystyle \sqrt\frac{p-q}{p+q}$",3,$p=\dfrac{-q(h^2 +t^2)}{(t^2-h^2)}$,$p=\dfrac{q(h^2 -t)}{(h^2-t^2)}$,$p=\dfrac{(h^2 +t)}{q(h^2-t^2)}$,$p=\dfrac{(h^2 -t)}{q(h^2+t^2)}$,7,Fundamental Mathematics,$p=\dfrac{-q(h^2 +t^2)}{(t^2-h^2)}$,1602
1871,Consider $t \neq 0$. Make $g$ the subject of the expression $t=2\pi\sqrt\frac{l}{g}$,3,$g=\dfrac{4\pi^2l}{t^2}$,$g=\dfrac{t^2}{4\pi^2l}$,$g=\dfrac{2\pi l}{t^2}$,$g=\dfrac{t^2}{2\pi l}$,7,Fundamental Mathematics,$g=\dfrac{4\pi^2l}{t^2}$,1603
1872,"If the graph $G$ has chromatic number $\chi(G)=2$, then",2,the graph is bipartite.,the graph is planar.,the graph is complete.,the graph is connected.,22,Graph Theory,the graph is bipartite.,1604
1873,"Simplify

$\frac{(\sqrt x^4)(\sqrt x^2)}{x^{-2}}$",2,$x^5$,$x^4$,$x^{-1}$,$x$,7,Fundamental Mathematics,$x^5$,1605
1874,"Simplify 
 
$\frac{(y^3)(y^{\frac{1}{5}})}{y^\frac{1}{2}}$",2,$y^\frac{27}{10}$,$y^\frac{33}{10}$,$y^2$,$y^\frac{64}{10}$,7,Fundamental Mathematics,$y^\frac{27}{10}$,1606
1875,How many non isomorphic trees with five vertices exists?,4,5,8,1,9,22,Graph Theory,5,1607
1876,"Evaluate:

$\dfrac{\log_{10}625 +\dfrac{1}{2}log_{10}25 +\dfrac{1}{3}log_{10}125}{3log_{10}5}$",6,$2$,$\dfrac{3}{4}$,$1$,$\dfrac{4}{3}$,7,Fundamental Mathematics,$2$,1608
1878,Solve $\log_{4} x=2$,2,$x=16$,$x=8$,$\pm8$,$\pm16$,7,Fundamental Mathematics,$x=16$,1610
1881,"Simplify:

$\dfrac {a^3 b}{ab^3-ab}$",2,$\dfrac {a^2 }{b^2-1}$,$\dfrac {a^3 b}{b^2}$,$a^3b$,$\dfrac {a^2 }{b}$,7,Fundamental Mathematics,$\dfrac {a^2 }{b^2-1}$,1613
1883,"Simplify:

$(p^5)^{\frac{1}{3}}(q^3)^2$",2,$p^\frac{5}{3}q^6$,$p^\frac{5}{3}q^5$,$p^\frac{10}{3}q^2$,$p^\frac{14}{3}q$,7,Fundamental Mathematics,$p^\frac{5}{3}q^6$,1615
1885,"Simplify:

$\frac{a^3  bc^{\frac{1}{4}}}{(a^\frac{1}{2} b^2 c^\frac{2}{3})^3}$

expressing the answer with positive indices only",6,$\frac{a^\frac{3}{2}}{b^5 c^\frac{7}{4}}$,$\frac{a^\frac{3}{2} b^5}{c^\frac{7}{4}}$,$\frac{a^\frac{9}{2} b^\frac{1}{3}}{c^\frac{7}{4}}$,$\frac{a^\frac{3}{2} c^\frac{7}{4}}{b^5}$,7,Fundamental Mathematics,$\frac{a^\frac{3}{2}}{b^5 c^\frac{7}{4}}$,1617
1887,Differentiate $\displaystyle{y = e^{2x}\cos(2x)}$   ,3,$\displaystyle{\frac{dy}{dx}} = {2e^{2x}\cos(2x)-2e^{2x}\sin(2x)}$,$\displaystyle{\frac{dy}{dx}} = {e^{2x}\cos(2x)-2e^{2x}\sin(2x)}$,$\displaystyle{\frac{dy}{dx}} = {2e^{2x}\cos(x)-2e^{2x}\sin(2x)}$,$\displaystyle{\frac{dy}{dx}} = {2e^{2x}\cos(2x)-2e^{2x}\sin(x)}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = {2e^{2x}\cos(2x)-2e^{2x}\sin(2x)}$,1619
1889,Differentiate $\displaystyle{y = 3e^{4x}\cos(4x)}$   ,4,$\displaystyle{\frac{dy}{dx}} = {12e^{4x}\cos(4x)-12e^{4x}\sin(4x)}$,$\displaystyle{\frac{dy}{dx}} = {12e^{2x}\cos(4x)-12e^{4x}\sin(4x)}$,$\displaystyle{\frac{dy}{dx}} = {12e^{2x}\cos(2x)-12e^{4x}\sin(4x)}$,$\displaystyle{\frac{dy}{dx}} = {12e^{2x}\cos(2x)-12e^{2x}\sin(4x)}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = {12e^{4x}\cos(4x)-12e^{4x}\sin(4x)}$,1621
1891,Differentiate $y=\displaystyle{\frac{2^{2x}}{2^x+2}}$,2,$\displaystyle{\frac{dy}{dx}} = \dfrac{\ln\left(2\right)\left(2^x+2\right){\cdot}2^{2x+1}-\ln\left(2\right){\cdot}2^{3x}}{\left(2^x+2\right)^2}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{\ln\left(2\right)\left(2^x+2\right){\cdot}2^{2x+1}-\ln\left(2\right){\cdot}2^{3x}}{\left(2^x+2\right)}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{\ln\left(2\right)\left(2^x+2\right){\cdot}2^{2x}-\ln\left(2\right){\cdot}2^{3x}}{\left(2^x+2\right)^2}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{\ln\left(2\right)\left(2^x+2\right){\cdot}2^{2x}-\ln\left(2\right){\cdot}2^{3x}}{\left(2^x+2\right)}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = \dfrac{\ln\left(2\right)\left(2^x+2\right){\cdot}2^{2x+1}-\ln\left(2\right){\cdot}2^{3x}}{\left(2^x+2\right)^2}$,1623
1893,Differentiate $y=\displaystyle{\frac{3^{4x}}{2^x+2}}$,2,"$\displaystyle{\frac{dy}{dx}} = \dfrac{4\ln\left(3\right)\left(2^x+2\right){\cdot}3^{4x}-\ln\left(2\right){\cdot}2^x{\cdot}3^{4x}}{\left(2^x+2\right)^2}$
",$\displaystyle{\frac{dy}{dx}} = \dfrac{4\ln\left(3\right)\left(2^x+2\right){\cdot}3^{4x}-\ln\left(2\right){\cdot}2^x{\cdot}3^{4x}}{\left(2^x+2\right)}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{4\ln\left(2^x+2\right){\cdot}3^{4x}-\ln\left(2\right){\cdot}2^x{\cdot}3^{4x}}{\left(2^x+2\right)}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{4\ln\left(2^x+2\right){\cdot}3^{4x}-\ln\left(2\right){\cdot}2^x{\cdot}3^{4x}}{\left(2^x+2\right)^2}$,4,Differentiation,"$\displaystyle{\frac{dy}{dx}} = \dfrac{4\ln\left(3\right)\left(2^x+2\right){\cdot}3^{4x}-\ln\left(2\right){\cdot}2^x{\cdot}3^{4x}}{\left(2^x+2\right)^2}$
",1625
1895,Differentiate $y=\displaystyle{2e^{\tan(2x)}}$,2,$\displaystyle{\frac{dy}{dx}} = {4e^{\tan(2x)}\sec^2(2x)}$,$\displaystyle{\frac{dy}{dx}} = {2e^{\tan(2x)}\sec^2(2x)}$,$\displaystyle{\frac{dy}{dx}} = {2e^{\tan(4x)}\sec^2(2x)}$,$\displaystyle{\frac{dy}{dx}} = {4e^{\tan(4x)}\sec^2(2x)}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = {4e^{\tan(2x)}\sec^2(2x)}$,1627
1897,Differentiate $y=\displaystyle{2e^{\tan(3x+4)}}$,2,$\displaystyle{\dfrac{dy}{dx}} = {6e^{\tan(3x+4)}\sec^2(3x+4)}$,$\displaystyle{\dfrac{dy}{dx}} = {6e^{\tan(3x)}\sec^2(3x)}$,$\displaystyle{\dfrac{dy}{dx}} = {6e^{\tan(3x+4)}\sec^4(3x+4)}$,$\displaystyle{\dfrac{dy}{dx}} = {6e^{\tan(3x+4)}\sec^3(3x+4)}$,4,Differentiation,$\displaystyle{\dfrac{dy}{dx}} = {6e^{\tan(3x+4)}\sec^2(3x+4)}$,1629
1899,Differentiate $y=\displaystyle{2e^x+2^{4x}+4x^2}$,3,$\displaystyle{\frac{dy}{dx}} = {\ln\left(2\right){\cdot}2^{4x+2}+2\mathrm{e}^x+8x}$,$\displaystyle{\frac{dy}{dx}} = {\ln\left(2\right){\cdot}2^{4x}+2\mathrm{e}^x+8x}$,$\displaystyle{\frac{dy}{dx}} = {\ln\left(2\right){\cdot}2^{2x}+2\mathrm{e}^x+8x}$,$\displaystyle{\frac{dy}{dx}} = {\ln\left(2\right){\cdot}2^{2x+2}+2\mathrm{e}^x+8x}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = {\ln\left(2\right){\cdot}2^{4x+2}+2\mathrm{e}^x+8x}$,1631
1901,Differentiate $y=\displaystyle{4e^x+2^{x}-3x^2}$,3,$\displaystyle{\frac{dy}{dx}} = {4\mathrm{e}^x+\ln\left(2\right){\cdot}2^x-6x}$,$\displaystyle{\frac{dy}{dx}} = {4\mathrm{e}^x+\ln\left(2\right){\cdot}2^x+6x}$,$\displaystyle{\frac{dy}{dx}} = {4\mathrm{e}^x+\ln\left(2\right){\cdot}2^x+4x}$,$\displaystyle{\frac{dy}{dx}} = {4\mathrm{e}^x+\ln\left(2\right){\cdot}2^x-4x}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = {4\mathrm{e}^x+\ln\left(2\right){\cdot}2^x-6x}$,1633
1903,Differentiate $y=\displaystyle{{2x^3\cos(2x)\sin(2x)}}$,2,$\displaystyle{\frac{dy}{dx}} = {-4x^3\sin^2(2x)+6x^2\cos(2x)\sin(2x)+4x^3\cos^2(2x)}$,$\displaystyle{\frac{dy}{dx}} = {4x^3\sin^2(2x)+6x^2\cos(2x)\sin(2x)+4x^3\cos^2(2x)}$,$\displaystyle{\frac{dy}{dx}} = {2x^3\sin^2(2x)+6x^2\cos(2x)\sin(2x)+4x^3\cos^2(2x)}$,$\displaystyle{\frac{dy}{dx}} = {-2x^3\sin^2(2x)+6x^2\cos(2x)\sin(2x)+4x^3\cos^2(2x)}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = {-4x^3\sin^2(2x)+6x^2\cos(2x)\sin(2x)+4x^3\cos^2(2x)}$,1635
1905,Differentiate $y=\displaystyle{4xe^{\sin(3x)}}$,2,$\displaystyle{\frac{dy}{dx}} = 4(3xe^{\sin(3x)}\cos(3x)+e^{\sin(3x)})$,$\displaystyle{\frac{dy}{dx}} = 3xe^{\sin(3x)}\cos(3x)+e^{\sin(3x)}$,$\displaystyle{\frac{dy}{dx}} = 3xe^{\sin(3x)}\cos(3x)+e^{\sin(4x)}$,$\displaystyle{\frac{dy}{dx}} = 4(3xe^{\sin(3x)}\cos(3x)+e^{\sin(4x)})$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = 4(3xe^{\sin(3x)}\cos(3x)+e^{\sin(3x)})$,1637
1906,Differentiate $y=\displaystyle{3xe^{\sin(-2x)}}$,2,$\displaystyle{\frac{dy}{dx}} = 3e^{-\sin(2x)}-6xe^{-\sin(2x)}\cos(2x)$,$\displaystyle{\frac{dy}{dx}} = 3e^{-\sin(2x)}+6xe^{-\sin(2x)}\cos(2x)$,$\displaystyle{\frac{dy}{dx}} = 3e^{\sin(2x)}+6xe^{\sin(2x)}\cos(2x)$,$\displaystyle{\frac{dy}{dx}} = 3e^{\sin(2x)}-6xe^{\sin(2x)}\cos(2x)$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = 3e^{-\sin(2x)}-6xe^{-\sin(2x)}\cos(2x)$,1638
1907,Differentiate $y=\displaystyle{\dfrac{\left(2x^2-3\right)^4}{\left(3x^3+4\right)^2}}$,2,$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(2x^2-3\right)^3\left(6x^3+27x+32\right)}{\left(3x^3+4\right)^3}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(2x^2+3\right)^3\left(6x^3+27x+32\right)}{\left(3x^3+4\right)}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(2x^2-3\right)^3\left(6x^3+27x+32\right)}{\left(3x^3+4\right)}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(2x^2+3\right)^3\left(6x^3+27x+32\right)}{\left(3x^3+4\right)^4}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(2x^2-3\right)^3\left(6x^3+27x+32\right)}{\left(3x^3+4\right)^3}$,1639
1908,"Find the first partial derivatives of the function $f(x,y) = \cos(x) \tan(y-3x)$.",5,"$f_{y}(x,y) = \sec^2(y-3x)\cos(x)$ ","$f_{x}(x,y) = \sin(x) \tan(y-3x) - 3\cos(x)\sec^2(y-3x) $","$f_{y}(x,y) = -\sin^2(y+3x)\cos(x) $","$f_{x}(x,y) = -\sin(x) \tan(y-3x) + 3\cos(x)\sec^2(y-3x)$",4,Differentiation,"$f_{y}(x,y) = \sec^2(y-3x)\cos(x)$ ",1640
1909,Consider the equation $\sec x + 9xy^2 = 1 $ and assume that it fulfills the requirements of the implicit function theorem. Use implicit differentiation to find $\dfrac{d x}{d y}$,3,$\dfrac{d x}{d y} = \dfrac{-18xy}{\sec(x) \tan(x) + 9y^2}$,$\dfrac{d x}{d y} = \dfrac{18xy}{\sec(x) \tan(x) + 9y^2}$,$\dfrac{d x}{d y} = \dfrac{9xy}{\sec(x) \cos(x) + y^2}$,$\dfrac{d x}{d y} = \dfrac{-9xy + \sec(x) \tan(x)}{ \tan(x) + 9y^2}$,4,Differentiation,$\dfrac{d x}{d y} = \dfrac{-18xy}{\sec(x) \tan(x) + 9y^2}$,1641
1910,Consider the equation $x^2y^3 + \dfrac{2}{x} = 3^x$ and assume that it fulfills the requirements of the implicit function theorem. Use implicit differentiation to find $\dfrac{d y}{d x}$ .,3,$\dfrac{d y}{d x} = \dfrac{3^x x^2 \ln(3) - 2y^3x^3+2}{3y^2x^4} $,$\dfrac{d y}{d x}= \dfrac{3x + x^2 \ln(3) - 2y^2x^2+2}{3y^2x^4} $ ,$\dfrac{d y}{d x}= \dfrac{3 x^2 \ln(3) - 2y^3x^3+2}{3y^2x^4}$ ,$\dfrac{d y}{d x} = \dfrac{3^x x^2 \ln(3) + 2y^3x^3+2}{3y^2} $ ,4,Differentiation,$\dfrac{d y}{d x} = \dfrac{3^x x^2 \ln(3) - 2y^3x^3+2}{3y^2x^4} $,1642
1911,Differentiate $y=\displaystyle{3xe^{\sin(5x)}}$,3,$\displaystyle{\frac{dy}{dx}} = 15x\mathrm{e}^{\sin\left(5x\right)}\cos\left(5x\right)+3\mathrm{e}^{\sin\left(5x\right)}$,$\displaystyle{\frac{dy}{dx}} = 15x\mathrm{e}^{\sin\left(5x\right)}\cos\left(5x\right)-3\mathrm{e}^{\sin\left(5x\right)}$,$\displaystyle{\frac{dy}{dx}} = 15x\mathrm{e}^{\sin\left(5x\right)}\cos\left(5x\right)-3\mathrm{e}^{\left(5x\right)}$,$\displaystyle{\frac{dy}{dx}} = 15x\mathrm{e}^{\sin\left(5x\right)}\cos\left(5x\right)+3\mathrm{e}^{\left(5x\right)}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = 15x\mathrm{e}^{\sin\left(5x\right)}\cos\left(5x\right)+3\mathrm{e}^{\sin\left(5x\right)}$,1643
1912,Consider the function $cosec (2x) +2xy^2 = ln(2)$ and assume that it fulfills the requirements of the implicit function theorem. Use implicit differentiation to find $\dfrac{d y}{d x}$ ,3,$\dfrac{d y}{d x} =  \dfrac{cotg(2x) cosec(2x) -y^2}{2xy} $,$\dfrac{d y}{d x}=  \dfrac{cotg(2x) cosec(2x) -y^2}{ln(2)} $ ,$\dfrac{d y}{d x} =  \dfrac{cotg(2x) cosec(2x) +2^x}{cotg(2x) + cosec(2x)}$ ,$\dfrac{d y}{d x} =  \dfrac{cotg(2x) cosec(2x) +y^2}{2xy+2} $ ,4,Differentiation,$\dfrac{d y}{d x} =  \dfrac{cotg(2x) cosec(2x) -y^2}{2xy} $,1644
1913,Differentiate $\displaystyle{y = (2x^2-x)(2-3x)}$   ,4,$\displaystyle{\frac{dy}{dx}} = {-18x^2+14x-2}$,$\displaystyle{\frac{dy}{dx}} = {18x^2+14x-2}$,$\displaystyle{\frac{dy}{dx}} = {-14x^2+14x-2}$,$\displaystyle{\frac{dy}{dx}} = {14x^2+14x-2}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = {-18x^2+14x-2}$,1645
1914,Assume that the conditions for implicit differentiation are fulfilled and consider the equation $ \sin(y) + e^x = xy^2 + \cos (y)$. Use implicit differentiation to find $\dfrac{d x}{d y}$ .,2,$\dfrac{d x}{d y} =  \frac{2xy - \sin(y) - \cos(y)}{e^x - y^2} $,$\dfrac{d x}{d y} =  \frac{y^2 - e^x}{\cos(y)-2xy + \sin(y)} $ ,$\dfrac{d x}{d y} =  \frac{2 - \cos(y)}{ \sin(y) + e^x}$ ,$\dfrac{d x}{d y} =  \frac{2xy - \cos(y) - e^x}{ y^2} $ ,4,Differentiation,$\dfrac{d x}{d y} =  \frac{2xy - \sin(y) - \cos(y)}{e^x - y^2} $,1646
1915,Differentiate $\displaystyle{y = (2x^2-x^3)(2-3x^3)}$   ,4,$\displaystyle{\frac{dy}{dx}} = {18x^5-30x^4-6x^2+8x}$,$\displaystyle{\frac{dy}{dx}} = {18x^5+30x^4+6x^2+8x}$,$\displaystyle{\frac{dy}{dx}} = {18x^5+30x^4+8x^2+8x}$,$\displaystyle{\frac{dy}{dx}} = {18x^5+30x^4+8x^2-8x}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = {18x^5-30x^4-6x^2+8x}$,1647
1916,"Consider the equation $x^3+y^2x=2$. Find, if possible, $\frac{dy}{dx}$ at $(1,1)$.",2,"$\frac{dy}{dx} =- \frac{3x^2+y^2}{2xy} $ and $\frac{dy}{dx}|_{(1,1)} = -2 $","$\frac{dy}{dx} = \frac{3x^2+y^2}{2xy} $ and $\frac{dy}{dx}|_{(1,1)} = 2 $","$\frac{dy}{dx} = \frac{-3x^3+y}{2x} $ and $\frac{dy}{dx}|_{(1,1)} = -1 $","It is not possible to obtain $\frac{dy}{dx}|_{(1,1)}$ since the implicit differentitation  theorem cannot be applied",4,Differentiation,"$\frac{dy}{dx} =- \frac{3x^2+y^2}{2xy} $ and $\frac{dy}{dx}|_{(1,1)} = -2 $",1648
1917,Differentiate $\displaystyle{y = (3-2x^3)e^{3x}}$   ,3,$\displaystyle{\frac{dy}{dx}} = \left(-6x^3-6x^2+9\right)\mathrm{e}^{3x}$,$\displaystyle{\frac{dy}{dx}} = \left(6x^3+6x^2+9\right)\mathrm{e}^{3x}$,$\displaystyle{\frac{dy}{dx}} = \left(-9x^3-6x^2+9\right)\mathrm{e}^{3x}$,$\displaystyle{\frac{dy}{dx}} = \left(-9x^3-9x^2+9\right)\mathrm{e}^{3x}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = \left(-6x^3-6x^2+9\right)\mathrm{e}^{3x}$,1649
1918,"Consider the function $ z= 2^{x-3y}$, where $x=s^{2}t$ and $y=st^{2}$. Use the Chain Rule to find  $\dfrac{\partial z}{\partial t}$ ",3,$\dfrac{\partial z}{\partial t} = (2^{st(s-3t)}ln(2))(s^2-6st)$,$\dfrac{\partial z}{\partial t} = (2^{st(s-3t)}ln(3))(s^2-6st)$,$\dfrac{\partial z}{\partial t} = (2^{s-3t}ln(2))(s^2-6st)$,$\dfrac{\partial z}{\partial t} = (3^{st(s-3t)}ln(3))(s^2-6st)$,4,Differentiation,$\dfrac{\partial z}{\partial t} = (2^{st(s-3t)}ln(2))(s^2-6st)$,1650
1919,Differentiate $\displaystyle{y = (3x^2-2x^3)e^{4x}}$   ,2,$\displaystyle{\frac{dy}{dx}} = \left(-8x^3+6x^2+6x\right)\mathrm{e}^{4x}$,$\displaystyle{\frac{dy}{dx}} = \left(8x^3+6x^2+6x\right)\mathrm{e}^{4x}$,$\displaystyle{\frac{dy}{dx}} = \left(-6x^3+6x^2+6x\right)\mathrm{e}^{4x}$,$\displaystyle{\frac{dy}{dx}} = \left(6x^3+6x^2+6x\right)\mathrm{e}^{4x}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = \left(-8x^3+6x^2+6x\right)\mathrm{e}^{4x}$,1651
1920,"Consider the function $z= \sin x + \cos y$, where $x= \pi st + 2s$ and $y= -2t^2-s$. Use the Chain Rule to find  $\dfrac{\partial z}{\partial s}$  ",3,$\dfrac{\partial z}{\partial s} = (\pi t+2) \cos (\pi s t +2s)  +\sin (-2t^2-s)$,$\dfrac{\partial z}{\partial s} = (\pi t+2) \cos (\pi s t +2s)  -\sin (-2t^2-s)$,$\dfrac{\partial z}{\partial s} = (\pi) \cos (\pi s t +2s)  +\sin (-2t^2-s)$,$\dfrac{\partial z}{\partial s} = (\pi ts+2) \cos (\pi s+2s)  +\sin (-2t^2-s)$,4,Differentiation,$\dfrac{\partial z}{\partial s} = (\pi t+2) \cos (\pi s t +2s)  +\sin (-2t^2-s)$,1652
1921,Differentiate  $\displaystyle{y = (2x^\frac{5}{2})\tan\left(x\right)}$,3,$\displaystyle{\frac{dy}{dx}} = 5x^\frac{3}{2}\tan\left(x\right)+2x^\frac{5}{2}\sec^2\left(x\right)$,$\displaystyle{\frac{dy}{dx}} = 2x^\frac{3}{2}\tan\left(x\right)+2x^\frac{5}{2}\sec^2\left(x\right)$,$\displaystyle{\frac{dy}{dx}} = 2x^\frac{3}{2}\tan\left(x\right)-2x^\frac{5}{2}\sec^2\left(x\right)$,$\displaystyle{\frac{dy}{dx}} = 5x^\frac{3}{2}\tan\left(x\right)-2x^\frac{5}{2}\sec^2\left(x\right)$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = 5x^\frac{3}{2}\tan\left(x\right)+2x^\frac{5}{2}\sec^2\left(x\right)$,1653
1922,"Consider the function $z=2^{x-3y}$, where $x=s^{2}t$ and $y= st^{2}$. Use the Chain Rule to find  $\frac{dz}{ds}$ ",2,$\frac{dz}{ds}=[2^{st(s-3t)}ln(2)][2st-3t^2]$ ,$\frac{dz}{ds}=[2^{s-3t}ln(2)][2st-3t^2]$ ,$\frac{dz}{ds}=[2^{st(s-3t)}ln(3)][2st-3t^2]$ ,$\frac{dz}{ds}=[2^{st(s-3t)}ln(3)][2st+3t^2]$ ,4,Differentiation,$\frac{dz}{ds}=[2^{st(s-3t)}ln(2)][2st-3t^2]$ ,1654
1923,Differentiate  $\displaystyle{y = (4x^\frac{5}{3})\tan\left(2x\right)}$,3,$\displaystyle{\frac{dy}{dx}} = \dfrac{20x^\frac{2}{3}\tan\left(2x\right)}{3}+8x^\frac{5}{3}\sec^2\left(2x\right)$,$\displaystyle{\frac{dy}{dx}} = \dfrac{20x^\frac{2}{3}\sec\left(2x\right)}{3}+8x^\frac{5}{3}\sec^2\left(2x\right)$,$\displaystyle{\frac{dy}{dx}} = \dfrac{20x^\frac{2}{3}\sec\left(2x\right)}{3}+8x^\frac{5}{3}\tan^2\left(2x\right)$,$\displaystyle{\frac{dy}{dx}} = \dfrac{20x^\frac{2}{3}\sec\left(2x\right)}{3}-8x^\frac{5}{3}\tan^2\left(2x\right)$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = \dfrac{20x^\frac{2}{3}\tan\left(2x\right)}{3}+8x^\frac{5}{3}\sec^2\left(2x\right)$,1655
1925,Differentiate $\displaystyle{y = 5x\sin(x)}$    ,4,$\displaystyle{\frac{dy}{dx}} = 5\sin\left(x\right)+5x\cos\left(x\right)$,$\displaystyle{\frac{dy}{dx}} = \sin\left(5x\right)+5x\cos\left(x\right)$,$\displaystyle{\frac{dy}{dx}} =\sin\left(5x\right)-5x\cos\left(x\right)$,$\displaystyle{\frac{dy}{dx}} = \sin\left(5x\right)+x\cos\left(5x\right)$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = 5\sin\left(x\right)+5x\cos\left(x\right)$,1656
1927,Differentiate $\displaystyle{y = 3x\sin(2x)}$    ,4,$\displaystyle{\frac{dy}{dx}} = 3\sin\left(2x\right)+6x\cos\left(2x\right)$,$\displaystyle{\frac{dy}{dx}} = 6\sin\left(x\right)+6x\cos\left(x\right)$,$\displaystyle{\frac{dy}{dx}} = 3\sin\left(2x\right)-6x\cos\left(2x\right)$,$\displaystyle{\frac{dy}{dx}} = 6\sin\left(x\right)-6x\cos\left(x\right)$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = 3\sin\left(2x\right)+6x\cos\left(2x\right)$,1657
1940,"Which option is not a partial derivative of the function $f(x,y) = \sin (x) - \cos (xy) + e^x $ ?",5,$f_{yx} = \cos (xy)yx  $ ,$f_{xx} = - \sin (x) + \cos (xy) y^2 + e^x $,$f_{yy} = \cos(xy)x^2$    ,$f_{xy} = \cos (xy)xy + \sin (xy)  $,4,Differentiation,$f_{yx} = \cos (xy)yx  $ ,1669
