quiz_id,mcq_1,mcq_2,mcq_3,mcq_4,mcq_5,mcq_6,mcq_7,mcq_8,mcq_9,mcq_10,topic_coverage_0,topic_coverage_1,topic_coverage_2,topic_coverage_3,topic_coverage_4,topic_coverage_5,topic_coverage_6,topic_coverage_7,topic_coverage_8,topic_coverage_9,difficulty_coverage_0,difficulty_coverage_1,difficulty_coverage_2,difficulty_coverage_3,difficulty_coverage_4,difficulty_coverage_5
7640,946,1431,1428,1747,825,1035,1297,1677,415,1362,0.1,0.0,0.1,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.3,0.2,0.3,0.2,0.0,0.0
7641,558,817,58,771,978,892,1751,1308,1252,617,0.1,0.2,0.0,0.2,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.4,0.2,0.2,0.0,0.1
7642,1575,572,1725,1912,81,203,749,1681,840,759,0.1,0.3,0.1,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.0
7643,808,426,1694,1258,1088,945,85,935,220,740,0.0,0.1,0.4,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1
7644,712,795,869,1306,1595,816,390,1366,700,758,0.1,0.1,0.1,0.1,0.0,0.2,0.1,0.1,0.2,0.0,0.3,0.1,0.2,0.2,0.2,0.0
7645,1383,1329,1325,1143,83,254,1565,1642,585,1645,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.0,0.3
7646,1099,628,260,1446,400,1051,672,625,895,212,0.0,0.2,0.1,0.2,0.1,0.2,0.0,0.2,0.0,0.0,0.3,0.0,0.4,0.2,0.1,0.0
7647,911,811,295,1285,1395,647,580,1251,1399,1449,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.2,0.3,0.0,0.3,0.1,0.3,0.1,0.1,0.1
7648,252,212,1825,1272,581,483,952,209,1277,845,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.2,0.2,0.1,0.2,0.1,0.4,0.2,0.1,0.0
7649,711,1278,583,954,214,166,620,1451,961,1815,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.3,0.2,0.0
7650,578,1142,955,1449,1059,421,685,387,960,1757,0.2,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.2,0.2,0.4,0.1,0.2,0.1,0.0
7651,362,253,252,1304,258,1250,1345,1015,1055,809,0.0,0.0,0.1,0.3,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.5,0.2,0.1,0.1
7652,52,908,1057,427,1090,565,1265,667,951,1785,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.4,0.3,0.1,0.1,0.1,0.0
7653,1305,804,582,1098,1584,966,1896,1402,1009,479,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.2,0.4,0.1,0.1,0.0
7654,1250,1599,797,1053,26,274,1625,1352,1803,1068,0.1,0.1,0.1,0.3,0.2,0.0,0.1,0.0,0.0,0.1,0.2,0.3,0.1,0.4,0.0,0.0
7655,1759,1894,84,302,977,1126,1270,718,1245,1569,0.0,0.0,0.3,0.0,0.1,0.0,0.4,0.1,0.0,0.1,0.1,0.1,0.2,0.4,0.2,0.0
7656,246,1338,973,731,237,234,915,843,583,927,0.1,0.1,0.0,0.1,0.4,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.2,0.1,0.4,0.0
7657,945,1730,1684,241,837,571,1249,857,1739,769,0.3,0.1,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.1,0.3,0.2,0.2,0.2,0.1,0.0
7658,578,1841,962,1873,873,1749,972,1745,1858,1403,0.3,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.1,0.2,0.5,0.2,0.0,0.0
7659,1749,1232,1795,876,717,1124,6,869,1265,227,0.2,0.0,0.2,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.3,0.4,0.2,0.0,0.1,0.0
7660,246,972,215,558,1743,886,507,1055,1538,712,0.1,0.0,0.0,0.3,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.3,0.2,0.4,0.1,0.0
7661,1852,5,875,854,1795,889,1259,369,915,233,0.1,0.0,0.0,0.1,0.4,0.1,0.2,0.0,0.1,0.0,0.2,0.2,0.2,0.0,0.3,0.1
7662,1248,390,65,1062,237,239,633,939,719,1376,0.1,0.1,0.2,0.0,0.3,0.1,0.1,0.1,0.0,0.0,0.1,0.2,0.3,0.1,0.3,0.0
7663,1277,963,1010,923,1585,569,380,815,1757,1312,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.3,0.1,0.2,0.2,0.2,0.3,0.1,0.0
7664,1876,239,1669,1585,392,1281,1070,1573,186,816,0.0,0.1,0.0,0.0,0.1,0.3,0.0,0.1,0.3,0.1,0.2,0.1,0.3,0.2,0.2,0.0
7665,1686,1000,934,273,697,1752,1416,1848,366,1677,0.1,0.1,0.2,0.1,0.0,0.2,0.1,0.0,0.2,0.0,0.1,0.2,0.3,0.3,0.1,0.0
7666,570,682,1346,1735,1261,247,573,1054,1277,1834,0.3,0.0,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.2,0.2,0.1,0.2
7667,621,262,1271,373,1687,579,1250,976,643,1278,0.2,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.1,0.2,0.1,0.1,0.5,0.1,0.0
7668,377,478,968,1035,245,1084,717,768,1823,243,0.0,0.1,0.1,0.0,0.3,0.0,0.2,0.0,0.1,0.2,0.1,0.5,0.1,0.1,0.1,0.1
7669,780,252,966,771,1678,811,1407,939,792,213,0.2,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.1,0.3,0.0,0.3,0.2,0.2,0.0
7670,919,297,427,1061,881,754,1395,418,575,1735,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.3,0.4,0.0,0.0
7671,382,207,849,1037,571,697,947,873,1348,7,0.3,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.0
7672,873,304,1148,1753,579,1685,62,1266,8,565,0.3,0.0,0.2,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.1,0.3,0.2,0.1,0.3,0.0
7673,1755,1906,1747,651,771,1672,653,650,1050,1686,0.3,0.1,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.5,0.1,0.3,0.0
7674,802,1777,1099,1062,1751,1278,242,871,267,1270,0.2,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.5,0.1,0.2,0.2,0.0
7675,949,767,5,974,1753,437,1030,481,1402,1069,0.1,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.2,0.3,0.4,0.2,0.4,0.0,0.0,0.0
7676,213,770,270,390,1110,1278,635,1600,415,964,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.5,0.1,0.0
7677,569,205,1607,1146,1699,1753,1564,975,807,848,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.1,0.2,0.1,0.3,0.0,0.2,0.3,0.2,0.0
7678,182,210,1068,1568,965,1150,699,968,253,966,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.4,0.3,0.3,0.1,0.1,0.2,0.0
7679,564,758,1286,1831,1280,733,1181,765,1155,1743,0.2,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.3,0.3,0.1,0.2,0.1,0.0
7680,1277,944,1082,953,955,1681,1311,967,1545,971,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.5,0.0,0.3,0.3,0.0,0.3,0.1
7681,811,373,1765,267,1441,569,1097,1329,548,648,0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.2,0.2,0.0,0.3,0.2,0.2,0.2,0.0,0.1
7682,396,1627,1410,1332,1278,1249,988,876,641,912,0.0,0.2,0.1,0.2,0.1,0.1,0.0,0.2,0.1,0.0,0.3,0.3,0.0,0.1,0.3,0.0
7683,1048,1739,1811,1447,559,892,617,1843,1597,1631,0.1,0.3,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.1,0.1,0.5,0.1,0.1,0.1
7684,960,1413,1300,1141,1227,1051,641,566,578,1137,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.4,0.0,0.2,0.1
7685,1546,654,1682,974,783,576,736,639,807,1590,0.2,0.0,0.0,0.1,0.0,0.3,0.0,0.2,0.1,0.1,0.1,0.1,0.5,0.2,0.1,0.0
7686,169,641,1895,865,1570,1884,1404,1267,957,832,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.4,0.0,0.4,0.1,0.0
7687,1053,753,206,251,563,1177,1326,164,1033,1408,0.1,0.2,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.4,0.3,0.0,0.2
7688,685,872,921,1441,411,243,1585,817,1255,63,0.0,0.1,0.0,0.1,0.3,0.3,0.0,0.1,0.1,0.0,0.4,0.2,0.2,0.0,0.1,0.1
7689,1657,922,920,1341,1062,1266,1524,217,767,1592,0.1,0.1,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.2
7690,1673,1543,1831,1757,1402,61,1726,213,868,1294,0.0,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.0,0.2,0.0,0.2,0.4,0.1,0.1
7691,8,960,837,310,1713,1803,575,674,372,794,0.3,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.1,0.4,0.1,0.2,0.2,0.1,0.0
7692,8,361,667,274,615,1689,810,1840,953,583,0.3,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.1,0.1,0.5,0.1,0.3,0.1,0.0,0.0
7693,1763,753,575,976,1757,808,384,803,839,3,0.1,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.1,0.3,0.1,0.1,0.4,0.1,0.0
7694,769,1904,1791,1255,225,864,1655,1431,875,869,0.0,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.0,0.0,0.2,0.1,0.3,0.1,0.2,0.1
7695,378,245,1596,970,1543,257,854,1688,1589,576,0.1,0.0,0.0,0.2,0.2,0.2,0.1,0.0,0.1,0.1,0.4,0.0,0.3,0.2,0.0,0.1
7696,1445,1148,1278,964,1271,1569,366,613,642,1836,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.2,0.1,0.1,0.2,0.0,0.5,0.2,0.0
7697,946,799,951,1272,856,1348,862,850,638,631,0.1,0.1,0.2,0.0,0.1,0.0,0.3,0.0,0.0,0.2,0.2,0.4,0.0,0.3,0.1,0.0
7698,635,242,1036,246,715,1033,620,946,1090,711,0.0,0.0,0.2,0.0,0.2,0.1,0.2,0.0,0.0,0.3,0.2,0.0,0.2,0.4,0.2,0.0
7699,380,975,839,948,1062,1080,932,245,1267,796,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.0,0.2,0.2,0.2,0.1,0.3,0.1,0.2,0.1
7700,1255,1366,1388,1060,1055,178,1617,962,1405,1278,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2
7701,623,239,1647,650,635,1058,648,1273,932,665,0.1,0.2,0.1,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.4,0.3,0.1,0.1
7702,4,716,1404,1068,1568,624,894,185,799,692,0.2,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.1,0.2,0.3,0.3,0.1,0.1,0.0
7703,1408,1878,1739,364,607,1599,1261,1697,966,959,0.1,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.2,0.2,0.3,0.2,0.2,0.2,0.0,0.1
7704,227,243,975,189,977,1020,948,1765,1008,1846,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.3,0.3,0.3,0.1,0.3,0.0,0.0
7705,976,841,227,1027,1278,65,1807,774,734,4,0.1,0.0,0.1,0.0,0.1,0.2,0.2,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.0
7706,236,1337,811,1060,577,1249,7,445,1045,1398,0.3,0.1,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.0,0.2,0.3,0.2,0.2,0.1,0.0
7707,733,862,672,1825,170,1765,386,1053,1723,923,0.0,0.3,0.0,0.1,0.1,0.1,0.3,0.1,0.0,0.0,0.2,0.1,0.1,0.4,0.2,0.0
7708,740,444,995,643,1646,1339,1097,719,177,253,0.0,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.5,0.1,0.1,0.1,0.0
7709,766,1278,1435,162,217,797,880,962,648,1263,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.0,0.2,0.5,0.1,0.0
7710,847,1063,1575,1445,384,717,365,962,922,833,0.2,0.1,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.4,0.3,0.1,0.1,0.1,0.0
7711,1807,210,203,362,951,1150,1896,180,1309,1595,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.2,0.1,0.1,0.2,0.2,0.4,0.0,0.1,0.1
7712,1695,567,1012,1422,1527,1320,972,1428,1338,860,0.1,0.0,0.1,0.3,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.3,0.3,0.1,0.1,0.1
7713,863,1278,889,366,1258,1745,960,580,568,1575,0.3,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.2,0.1,0.4,0.1,0.2,0.0,0.2,0.1
7714,839,640,1278,1318,54,550,1699,268,571,1589,0.1,0.2,0.0,0.2,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.2,0.3,0.1,0.3,0.0
7715,876,838,1676,367,1122,1640,766,1355,1054,299,0.1,0.1,0.3,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.3,0.2,0.3,0.2,0.0
7716,1580,1892,232,1791,1180,20,1253,713,1275,1148,0.0,0.1,0.2,0.1,0.3,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.3,0.1,0.4,0.0
7717,968,567,1789,375,1745,374,275,770,946,255,0.2,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.3,0.2,0.0,0.3,0.2,0.4,0.1,0.0
7718,258,748,651,168,1277,386,563,1791,1351,645,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.4,0.1,0.4,0.0
7719,1701,1673,1680,933,838,1735,1369,1585,650,619,0.2,0.2,0.1,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.3,0.4,0.0,0.2,0.0
7720,256,847,1249,60,1799,646,1267,963,897,1689,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.3,0.2,0.1,0.2,0.1,0.1
7721,1801,7,390,628,391,792,1084,771,1277,783,0.2,0.0,0.1,0.0,0.1,0.2,0.1,0.2,0.1,0.0,0.2,0.1,0.4,0.2,0.1,0.0
7722,975,736,670,1450,615,248,1672,692,1139,648,0.1,0.0,0.1,0.2,0.0,0.3,0.0,0.2,0.0,0.1,0.2,0.1,0.1,0.2,0.4,0.0
7723,1251,241,790,970,1906,260,1539,976,1741,1606,0.2,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.3,0.1,0.1
7724,367,835,20,754,406,1819,749,1361,1048,681,0.0,0.4,0.1,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.3,0.0
7725,1017,938,1400,1399,974,963,1774,966,52,1290,0.0,0.2,0.1,0.1,0.0,0.1,0.0,0.0,0.2,0.3,0.4,0.1,0.1,0.2,0.2,0.0
7726,1330,231,200,385,1684,1031,1064,654,1256,1316,0.1,0.0,0.0,0.2,0.2,0.2,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7727,24,1070,700,1793,604,963,860,880,1330,202,0.0,0.0,0.1,0.2,0.1,0.2,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.4,0.2,0.1
7728,1645,276,1121,1861,609,1418,936,221,1411,188,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.2,0.1,0.3,0.3,0.1,0.0
7729,1693,940,1049,966,1056,696,277,161,911,265,0.1,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.4,0.0,0.3,0.0,0.3,0.0
7730,1319,547,1238,1272,1689,413,608,797,1002,276,0.2,0.1,0.3,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.1,0.2,0.0,0.0
7731,1680,1335,1825,1344,1686,636,974,1749,313,1586,0.3,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.3,0.2,0.1,0.0
7732,858,648,1711,242,650,369,231,1342,772,1837,0.0,0.1,0.0,0.1,0.2,0.0,0.3,0.2,0.1,0.0,0.0,0.2,0.1,0.3,0.4,0.0
7733,642,1343,868,617,854,1767,1763,737,769,669,0.0,0.0,0.0,0.2,0.0,0.3,0.4,0.1,0.0,0.0,0.2,0.1,0.4,0.1,0.2,0.0
7734,482,1649,1035,1034,1600,599,1082,365,1437,1057,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.5,0.1,0.1,0.2,0.1,0.0
7735,578,918,271,950,854,1384,1605,374,1627,420,0.1,0.1,0.0,0.3,0.2,0.0,0.1,0.0,0.1,0.1,0.3,0.2,0.2,0.3,0.0,0.0
7736,1148,716,1343,566,242,945,918,737,813,179,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.2,0.3,0.3,0.0
7737,1230,1716,311,967,256,1546,570,577,1176,580,0.3,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.5,0.3,0.0,0.0,0.1
7738,1874,1793,839,205,1259,1034,997,947,649,1735,0.1,0.0,0.1,0.0,0.2,0.0,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.1
7739,771,1809,273,1757,951,1739,1829,1316,1733,1004,0.1,0.0,0.2,0.1,0.2,0.0,0.2,0.0,0.1,0.1,0.0,0.4,0.3,0.2,0.0,0.1
7740,1028,617,1640,950,1543,406,554,233,1266,642,0.0,0.2,0.1,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.2,0.2,0.3,0.1,0.2,0.0
7741,1592,1538,384,1279,947,849,1741,1055,1405,1431,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.3,0.0,0.0
7742,790,1033,834,386,620,1669,176,835,853,694,0.1,0.2,0.0,0.0,0.0,0.2,0.3,0.1,0.0,0.1,0.5,0.0,0.3,0.1,0.1,0.0
7743,388,573,748,255,926,217,265,1846,1815,766,0.1,0.2,0.0,0.1,0.2,0.0,0.1,0.2,0.1,0.0,0.2,0.3,0.2,0.1,0.2,0.0
7744,569,1266,264,1338,1327,950,653,1278,1811,387,0.1,0.0,0.0,0.2,0.3,0.0,0.0,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.3,0.2
7745,1278,233,623,642,1785,1090,1508,84,209,889,0.0,0.0,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.0,0.1,0.3,0.3,0.0,0.3,0.0
7746,1543,599,929,382,1411,930,576,1068,404,365,0.1,0.3,0.0,0.1,0.0,0.1,0.0,0.1,0.2,0.1,0.3,0.1,0.5,0.1,0.0,0.0
7747,551,651,1352,1645,649,813,906,1260,1546,849,0.1,0.3,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.1,0.2,0.3,0.3,0.0,0.1
7748,964,920,974,1425,754,772,4,1565,1803,1277,0.1,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.3,0.2,0.1
7749,1825,259,1578,30,1411,1234,688,1254,1408,1425,0.0,0.0,0.1,0.1,0.3,0.1,0.1,0.2,0.1,0.0,0.3,0.3,0.2,0.1,0.1,0.0
7750,650,975,798,264,64,824,1256,1590,366,800,0.2,0.0,0.0,0.1,0.2,0.2,0.0,0.1,0.1,0.1,0.3,0.1,0.4,0.1,0.1,0.0
7751,962,562,967,208,1257,1043,1684,180,854,650,0.2,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.2,0.2,0.4,0.2,0.0,0.1,0.1
7752,952,752,1277,1027,739,1046,1878,1052,376,975,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.3,0.2,0.2,0.1,0.3,0.2,0.2,0.0
7753,1051,1274,215,1252,1585,623,1148,206,823,1439,0.0,0.1,0.1,0.0,0.2,0.3,0.0,0.3,0.0,0.0,0.1,0.1,0.4,0.1,0.1,0.2
7754,1278,1755,1552,920,575,1141,1259,554,715,1911,0.1,0.1,0.2,0.0,0.2,0.0,0.2,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.4,0.2
7755,1288,1036,1837,860,881,1259,395,233,816,680,0.0,0.1,0.0,0.2,0.3,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.2
7756,1324,891,823,273,1277,238,1225,1856,248,1906,0.0,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.0,0.1,0.5,0.1,0.1,0.2,0.0
7757,1074,959,1713,1753,772,1277,738,1672,249,583,0.2,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0.3,0.0
7758,881,1593,640,962,1150,1761,1113,441,371,384,0.0,0.1,0.3,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.2,0.0
7759,855,565,751,796,614,1795,994,370,4,1691,0.3,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.4,0.2,0.1,0.2,0.1,0.0
7760,389,415,1671,1275,1405,1073,1562,1839,816,1305,0.0,0.2,0.0,0.3,0.1,0.1,0.0,0.1,0.2,0.0,0.3,0.2,0.4,0.1,0.0,0.0
7761,948,422,380,1278,1334,505,200,853,1558,188,0.0,0.0,0.1,0.3,0.0,0.1,0.1,0.1,0.2,0.1,0.2,0.0,0.3,0.3,0.2,0.0
7762,969,1244,1608,1274,1681,869,716,1036,1319,1615,0.0,0.0,0.1,0.3,0.1,0.2,0.1,0.0,0.0,0.2,0.2,0.2,0.2,0.1,0.1,0.2
7763,561,1030,954,375,1150,849,1033,1069,1545,416,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.1,0.3,0.2,0.4,0.2,0.1,0.1,0.0
7764,221,973,207,954,1259,843,1103,1286,1797,678,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.2
7765,1447,699,240,964,954,259,585,257,948,877,0.1,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.2,0.4,0.1,0.2,0.1,0.0
7766,81,1225,862,1135,1882,1115,1835,580,368,1579,0.1,0.1,0.3,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.2,0.4,0.1,0.2,0.1,0.0
7767,1715,1275,1278,886,644,263,52,247,1037,1815,0.0,0.3,0.0,0.0,0.4,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.2,0.3,0.2,0.0
7768,1677,555,268,358,444,1061,1751,748,1831,215,0.2,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.3,0.3,0.1,0.1,0.0
7769,793,835,732,1422,1644,650,794,411,1292,1277,0.2,0.1,0.0,0.2,0.0,0.1,0.1,0.2,0.1,0.0,0.2,0.1,0.4,0.1,0.1,0.1
7770,1892,1370,1564,891,1805,1139,749,1345,971,1072,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.3,0.1,0.2,0.0,0.4,0.0
7771,1045,955,854,1039,654,1411,879,213,609,830,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.1,0.3,0.2,0.1,0.4,0.0,0.0
7772,944,203,1679,1805,889,580,400,873,712,235,0.1,0.0,0.0,0.1,0.2,0.2,0.2,0.1,0.0,0.1,0.2,0.3,0.2,0.1,0.2,0.0
7773,1244,842,55,572,426,1036,1279,1280,60,1654,0.1,0.3,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.3,0.5,0.1,0.1,0.0,0.0
7774,804,478,1833,567,1277,564,889,1695,1585,1583,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.1,0.5,0.1,0.2,0.1,0.0
7775,1267,1774,966,386,943,1450,1303,404,1585,965,0.0,0.0,0.0,0.3,0.1,0.2,0.0,0.1,0.0,0.3,0.7,0.0,0.2,0.1,0.0,0.0
7776,1023,595,675,1050,1876,973,1769,946,873,765,0.0,0.1,0.2,0.1,0.0,0.2,0.1,0.0,0.1,0.2,0.2,0.1,0.1,0.5,0.1,0.0
7777,1410,673,650,1148,798,277,1642,958,1263,508,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.4,0.3,0.1,0.0
7778,1819,208,574,737,24,432,1256,379,1050,795,0.2,0.1,0.1,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.2,0.3,0.2,0.0
7779,867,245,365,1176,264,562,976,261,1278,390,0.1,0.1,0.1,0.0,0.3,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.3,0.1
7780,391,911,1069,212,203,881,1296,1578,1127,276,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.3,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.0
7781,1420,1109,1090,1445,1735,164,1687,959,401,1406,0.2,0.1,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.3,0.1,0.2,0.1,0.0
7782,1024,4,862,1137,362,1155,1511,974,808,1270,0.1,0.0,0.3,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.3,0.2,0.3,0.0
7783,388,1280,642,384,790,380,190,268,1279,1300,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.4,0.0,0.2,0.3,0.2,0.2,0.0,0.1
7784,669,957,783,4,799,1062,813,1278,1739,1302,0.4,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.3,0.3,0.0,0.2,0.1
7785,208,650,959,596,907,1252,1646,811,1330,6,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0.2,0.1,0.1,0.3,0.2,0.2,0.0,0.1,0.2
7786,552,233,843,436,966,771,1819,212,1747,620,0.1,0.1,0.1,0.0,0.2,0.1,0.2,0.1,0.0,0.1,0.4,0.0,0.4,0.0,0.2,0.0
7787,945,1036,1272,584,684,160,770,949,257,1655,0.1,0.2,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.3,0.3,0.3,0.2,0.2,0.0,0.0
7788,6,953,57,1572,217,966,258,1672,873,265,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.4,0.1,0.0,0.0
7789,1608,1136,1873,716,860,1725,950,962,23,1686,0.1,0.1,0.1,0.2,0.0,0.0,0.2,0.0,0.1,0.2,0.2,0.1,0.3,0.2,0.1,0.1
